seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
Joncherolles-Fauvettes,93380,3,1971-1990,meuble,appartement,12.7088974561941,15.211704281647563,8.906090630740636
Maroc,93380,3,1971-1990,meuble,appartement,12.708520543229923,15.210650679037403,8.906390407422442
Nord,93380,3,1971-1990,meuble,appartement,12.700021644817388,15.200027056021735,8.90001623361304
Potier,93380,3,1971-1990,meuble,appartement,12.7,15.2,8.9
Sud,93380,3,1971-1990,meuble,appartement,12.701210991774577,15.202018147368063,8.900403836181086
Debain-Michelet-Bauer,93400,3,1971-1990,meuble,appartement,15.384418914516752,18.480409404892644,10.788082723452115
Dock Saint Ouen,93400,3,1971-1990,meuble,appartement,15.368048511981351,18.461201764548786,10.77717750855811
Garibaldi-Ottino-Porte de Saint Ouen,93400,3,1971-1990,meuble,appartement,15.439072630489248,18.546887156587097,10.827164398947755
Hugo-Payret-Zola,93400,3,1971-1990,meuble,appartement,15.716974822050418,18.8803697864605,11.019769209954955
Marie-Godillot-Landy,93400,3,1971-1990,meuble,appartement,15.399582799101053,18.499490087790175,10.79969868823965
Rosiers-Les Puces,93400,3,1971-1990,meuble,appartement,15.635329121423096,18.782394945707715,10.963609770132248
Vieux Saint Ouen,93400,3,1971-1990,meuble,appartement,15.320000147785363,18.40260773556189,10.742607661669213
Bernard Lama,93430,3,1971-1990,meuble,appartement,13.387862370925987,16.084394476904844,9.391330264947134
Jules Ferry,93430,3,1971-1990,meuble,appartement,13.401046591609838,16.101046591609837,9.400697727739892
Marcel Sembat,93430,3,1971-1990,meuble,appartement,13.400581712280303,16.10057064167086,9.400385963085295
Maurice Grandcoing,93430,3,1971-1990,meuble,appartement,13.4,16.1,9.4
Paul Langevin,93430,3,1971-1990,meuble,appartement,13.402163318591077,16.102163318591078,9.401442212394052
Centre,93450,3,1971-1990,meuble,appartement,12.6,15.1,8.8
Nord,93450,3,1971-1990,meuble,appartement,12.604786623838303,15.105656919081632,8.80348118097331
Sud,93450,3,1971-1990,meuble,appartement,12.6,15.1,8.8
Courtillères,93500,3,1971-1990,meuble,appartement,15.508436309690662,18.5912146391947,10.837522400585778
Haut Pantin-Charles Auray,93500,3,1971-1990,meuble,appartement,15.567913330144236,18.66178484062346,10.87783836554753
Mairie-Ourcq,93500,3,1971-1990,meuble,appartement,15.903687617264087,19.06830200391602,11.113227475951382
Ourcq-Hoche,93500,3,1971-1990,meuble,appartement,15.6,18.7,10.9
Petit Pantin-Haut Pantin,93500,3,1971-1990,meuble,appartement,15.604442615520215,18.70555326940027,10.903331961640163
Quatre Chemins-Diderot,93500,3,1971-1990,meuble,appartement,15.587109308570227,18.684765546492084,10.891210892206974
Quatre Chemins-Jaurès,93500,3,1971-1990,meuble,appartement,15.608063851630414,18.709873523832595,10.905966028245723
Église-Sept Arpents,93500,3,1971-1990,meuble,appartement,15.621019049863316,18.725491188132104,10.91475805628701
Blumenthal-La Biche,93800,3,1971-1990,meuble,appartement,13.662528992177805,16.355862295793397,9.572796754609714
Félix Merlin,93800,3,1971-1990,meuble,appartement,13.690198234626049,16.388416095467147,9.592871443364398
Gallieni-De Lattre de Tassigny,93800,3,1971-1990,meuble,appartement,13.7,16.4,9.6
Les Mobiles-Maison de Santé,93800,3,1971-1990,meuble,appartement,13.613108547086853,16.297310101102642,9.536806216063166
Ormesson-Jean Jaurès,93800,3,1971-1990,meuble,appartement,13.7,16.4,9.6
Saint Leu-Commandant Louis Bouchet,93800,3,1971-1990,meuble,appartement,13.699856578422672,16.39985657842267,9.599904385615114
Les Halles,75001,3,1971-1990,meuble,maison,25.809227014285035,31.01088310563,18.106354140011458
Palais Royal,75001,3,1971-1990,meuble,maison,27.09293940372845,32.49185907288685,18.995111049926265
Saint Germain l'Auxerrois,75001,3,1971-1990,meuble,maison,27.098360242377193,32.49810797197368,18.99886478318421
Seine et Berges,75001,3,1971-1990,meuble,maison,27.48682575469439,32.96711034529134,19.270048168371556
Vendôme,75001,3,1971-1990,meuble,maison,27.1,32.5,19.0
Montorgueil-Saint Denis,75002,3,1971-1990,meuble,maison,29.24280319875065,35.131363838500775,20.460779336286155
Sentier-Bonne Nouvelle,75002,3,1971-1990,meuble,maison,29.29187554253055,35.19025065103666,20.49442894344952
Vivienne-Gaillon,75002,3,1971-1990,meuble,maison,28.34743318043334,34.03114764792494,19.850493062096444
Archives,75003,3,1971-1990,meuble,maison,29.29838133521288,35.19802037456854,20.498890261050494
Arts et Métiers,75003,3,1971-1990,meuble,maison,29.290130978117123,35.188126333047165,20.4930608439886
Enfants Rouges,75003,3,1971-1990,meuble,maison,29.299819686688355,35.1997813863966,20.499872733559325
Sainte Avoie,75003,3,1971-1990,meuble,maison,29.26853415518936,35.16166357514163,20.478505907999217
Arsenal,75004,3,1971-1990,meuble,maison,26.868520646966587,32.22481379548891,18.834318380980225
Saint Gervais,75004,3,1971-1990,meuble,maison,29.28687425170155,35.18389112708827,20.49105062616015
Saint Merri,75004,3,1971-1990,meuble,maison,27.102610972220646,32.50353909720509,19.00173239087411
Seine et Berges,75004,3,1971-1990,meuble,maison,27.73891928971593,33.2841294914189,19.435625665893795
Île Saint Louis,75004,3,1971-1990,meuble,maison,27.1,32.5,19.0
Île de la Cité,75004,3,1971-1990,meuble,maison,27.277243197690865,32.7175257426206,19.12084763478922
Jardin des Plantes,75005,3,1971-1990,meuble,maison,26.231369873229163,31.43845339299059,18.32226249067876
Saint Victor,75005,3,1971-1990,meuble,maison,29.285111047289632,35.18174902570988,20.48943364646361
Sorbonne,75005,3,1971-1990,meuble,maison,29.297942086302577,35.197474378644074,20.498596877024482
Val de Grace,75005,3,1971-1990,meuble,maison,29.28295865046018,35.17900492255443,20.48860366834831
Monnaie,75006,3,1971-1990,meuble,maison,27.102568745223977,32.5031525509567,19.001751417198165
Notre Dame des Champs,75006,3,1971-1990,meuble,maison,32.35859120254405,38.850180061587324,22.671111770264176
Odéon,75006,3,1971-1990,meuble,maison,27.11767540132481,32.521421021070275,19.012275706579665
Rennes,75006,3,1971-1990,meuble,maison,32.368998964214285,38.86256478697574,22.678357767470352
Saint Germain des Prés,75006,3,1971-1990,meuble,maison,27.134829187438825,32.54205788671858,19.02431471575918
Saint Placide,75006,3,1971-1990,meuble,maison,32.360930487359965,38.853268839156506,22.672803595476523
Ecole Militaire,75007,3,1971-1990,meuble,maison,32.31343894214604,38.796347287215994,22.63962781614297
Gros Caillou,75007,3,1971-1990,meuble,maison,32.395223137240556,38.89425283699255,22.696641268372268
Invalides,75007,3,1971-1990,meuble,maison,32.4,38.9,22.7
Saint Thomas d'Aquin,75007,3,1971-1990,meuble,maison,32.367266806297906,38.86047312458615,22.67714852515137
Seine et Berges,75007,3,1971-1990,meuble,maison,30.879994877904977,37.068363263695566,21.636851537495787
Elysées-Madeleine,75008,3,1971-1990,meuble,maison,27.1,32.5,19.0
Europe,75008,3,1971-1990,meuble,maison,30.31077866146672,36.39199726463691,21.236886637309823
Hoche-Friedland,75008,3,1971-1990,meuble,maison,27.119444276796546,32.5236354751617,19.013567755189566
Mairie,75008,3,1971-1990,meuble,maison,29.95517720746953,35.960904002724796,20.98965172120956
Parc Monceau,75008,3,1971-1990,meuble,maison,30.350196908341534,36.44030859430883,21.265447807978006
Saint Philippe du Roule,75008,3,1971-1990,meuble,maison,27.887833254592962,33.45494939950662,19.549095904716307
Triangle d'Or,75008,3,1971-1990,meuble,maison,27.11181066196721,32.51431595389964,19.008231673492297
Clichy-Trinité,75009,3,1971-1990,meuble,maison,25.809969323528083,31.011436370493765,18.106182684363457
Lafayette-Richer,75009,3,1971-1990,meuble,maison,26.12399352391158,31.377230679968285,18.32381863764303
Lorette-Martyrs,75009,3,1971-1990,meuble,maison,25.80269795594006,31.003113026084687,18.101867815650817
Provence Opéra,75009,3,1971-1990,meuble,maison,27.099855386249978,32.49983313798074,18.999899882788444
Trudaine-Maubeuge,75009,3,1971-1990,meuble,maison,25.802008986107428,31.0019514583621,18.09979865289137
Chateau d'Eau-Lancry,75010,3,1971-1990,meuble,maison,23.048420740403678,27.67864686739933,16.104793818802754
Faubourg du Temple-Hôpital Saint Louis,75010,3,1971-1990,meuble,maison,22.9,27.5,16.0
Grange Aux Belles-Terrage,75010,3,1971-1990,meuble,maison,22.976698564273416,27.592500824791873,16.055752035229737
Louis Blanc-Aqueduc,75010,3,1971-1990,meuble,maison,25.35909753409249,30.468025755238365,17.781051809979854
Porte Saint Denis-Paradis,75010,3,1971-1990,meuble,maison,25.804818799014964,31.005782558817955,18.103304319324547
Saint Vincent de Paul-Lariboisière,75010,3,1971-1990,meuble,maison,25.76938901643193,30.96305570948681,18.077833425692088
Bastille-Popincourt,75011,3,1971-1990,meuble,maison,23.79864419678188,28.562060644897883,16.62634315714666
Belleville-Saint Maur,75011,3,1971-1990,meuble,maison,24.49262419753527,29.382080396955022,17.110080036459188
Léon-Blum Folie-Regnault,75011,3,1971-1990,meuble,maison,23.159058285059032,27.80614979961104,16.18056195984893
Nation-Alexandre Dumas,75011,3,1971-1990,meuble,maison,26.168081041175363,31.362335547054034,18.277837016358053
République-Saint Ambroise,75011,3,1971-1990,meuble,maison,24.766315884870263,29.706843251513163,17.30111147616879
Aligre-Gare de Lyon,75012,3,1971-1990,meuble,maison,22.959934378476593,27.571085907968495,16.04288630666033
Bel-Air Nord,75012,3,1971-1990,meuble,maison,22.712836427836926,27.21598678687417,15.908688083866426
Bel-Air Sud,75012,3,1971-1990,meuble,maison,23.327889202538987,27.96523996559439,16.331673826745554
Bercy,75012,3,1971-1990,meuble,maison,22.719109245008745,27.223310087298614,15.913123809314044
Bois de Vincennes,75012,3,1971-1990,meuble,maison,24.43396849324955,29.31327410114789,17.092103339109066
Jardin de Reuilly,75012,3,1971-1990,meuble,maison,24.685064033939586,29.619352367633937,17.264694472486756
Nation-Picpus,75012,3,1971-1990,meuble,maison,25.859002560935107,31.049883803235396,18.071799920842484
Seine et Berges,75012,3,1971-1990,meuble,maison,23.87994685656722,28.65110681398791,16.70964952105568
Vallée de Fécamp,75012,3,1971-1990,meuble,maison,25.89310154593875,31.091592509112857,18.095257312832892
Bièvres Sud Tolbiac,75013,3,1971-1990,meuble,maison,24.396910537245994,29.296292644695193,17.097734393980396
Buttes Aux Cailles-Glacière,75013,3,1971-1990,meuble,maison,24.461787305442982,29.37480001036977,17.14382438101337
Croulebarbe,75013,3,1971-1990,meuble,maison,25.814508527578173,31.017318731797413,18.109863739135523
Dunois-Bibliothèque-Jeanne-d'Arc,75013,3,1971-1990,meuble,maison,20.382569318548313,24.497963598277657,14.2573786789912
Nationale-Deux Moulins,75013,3,1971-1990,meuble,maison,20.38826814468248,24.50473020181028,14.261346429332205
Olympiades-Choisy,75013,3,1971-1990,meuble,maison,22.00360779794437,26.436019075592053,15.404990881472848
Patay-Masséna,75013,3,1971-1990,meuble,maison,20.3,24.4,14.2
Salpêtrière-Austerlitz,75013,3,1971-1990,meuble,maison,26.195549545066093,31.394815336472632,18.29700772379647
Didot-Porte de Vanves,75014,3,1971-1990,meuble,maison,24.513830233926285,29.437627767388857,17.1778171537408
Jean Moulin-Porte d'Orléans,75014,3,1971-1990,meuble,maison,26.161893920664497,31.35499813814412,18.27350640851408
Montsouris Dareau,75014,3,1971-1990,meuble,maison,22.937489816013827,27.545012001606878,16.027101630628994
Mouton Duvernet,75014,3,1971-1990,meuble,maison,25.99322339506725,31.170419737972093,18.173762470826347
Pernety,75014,3,1971-1990,meuble,maison,24.98575254020521,30.00013092041229,17.50563322847511
Raspail-Montparnasse,75014,3,1971-1990,meuble,maison,25.69611666625819,30.873247438467487,18.025121973623598
Alleray Procession,75015,3,1971-1990,meuble,maison,26.596300795361795,31.95556095443415,18.61728724993198
Cambronne-Garibaldi,75015,3,1971-1990,meuble,maison,27.782832450687895,33.37910968082098,19.487495473686213
Citroën-Boucicaut,75015,3,1971-1990,meuble,maison,26.0,31.2,18.2
Dupleix-Motte Picquet,75015,3,1971-1990,meuble,maison,26.01756398655552,31.22113914007748,18.212357146799718
Emeriau-Zola,75015,3,1971-1990,meuble,maison,26.0,31.2,18.2
Georges Brassens,75015,3,1971-1990,meuble,maison,26.29544294086593,31.59448272684962,18.396885900185996
Pasteur Montparnasse,75015,3,1971-1990,meuble,maison,27.794585640041188,33.39347091887319,19.496178098852603
Saint Lambert,75015,3,1971-1990,meuble,maison,26.298987214566306,31.598649619421742,18.399324809710873
Seine et Berges,75015,3,1971-1990,meuble,maison,26.573171780464175,31.89033547143584,18.603749581203754
Vaugirard-Parc des Expositions,75015,3,1971-1990,meuble,maison,26.137268875685493,31.383025167580655,18.291512583790325
Violet Commerce,75015,3,1971-1990,meuble,maison,26.007832273281412,31.210139461218564,18.205373300432598
Auteuil Nord,75016,3,1971-1990,meuble,maison,26.021277299593116,31.22562947450989,18.21499082471333
Auteuil Sud,75016,3,1971-1990,meuble,maison,26.0,31.2,18.2
Bois de Boulogne,75016,3,1971-1990,meuble,maison,28.66946716563725,34.415526245576935,20.08079266275831
Chaillot,75016,3,1971-1990,meuble,maison,30.37705921972973,36.47228937902238,21.284033650246922
Muette Nord,75016,3,1971-1990,meuble,maison,30.4,36.5,21.3
Muette Sud,75016,3,1971-1990,meuble,maison,30.372580129273793,36.466971519352526,21.280681454715626
Porte Dauphine,75016,3,1971-1990,meuble,maison,30.4,36.5,21.3
Batignolles-Cardinet,75017,3,1971-1990,meuble,maison,25.813810672388158,30.943957529596677,18.030898257793528
Champerret-Berthier,75017,3,1971-1990,meuble,maison,27.80260872297945,33.4031104004755,19.50180603898577
Clichy-Batignolles,75017,3,1971-1990,meuble,maison,26.19328301446479,31.392203766233813,18.295428926078564
Courcelles-Wagram,75017,3,1971-1990,meuble,maison,27.799751361891172,33.399331183453235,19.499740251003008
Epinettes-Bessières,75017,3,1971-1990,meuble,maison,22.932079667735923,27.537905466024185,16.022360865521115
La Fourche-Guy Môquet,75017,3,1971-1990,meuble,maison,22.92258814457581,27.527103347818077,16.01581129692425
Legendre-Lévis,75017,3,1971-1990,meuble,maison,27.149668095752197,32.58689276891816,19.01205872104206
Pereire-Malesherbes,75017,3,1971-1990,meuble,maison,27.599593125239792,33.149491406549735,19.349694843929843
Ternes-Maillot,75017,3,1971-1990,meuble,maison,27.81160968360317,33.41346536441466,19.507948778992994
Amiraux-Simplon-Poissonniers,75018,3,1971-1990,meuble,maison,23.91402600142575,28.716842360841714,16.70982936012884
Charles-Hermite-Evangile,75018,3,1971-1990,meuble,maison,20.234262341355453,24.32010461546192,14.153875819539905
Clignancourt-Jules Joffrin,75018,3,1971-1990,meuble,maison,25.9,31.1,18.1
Goutte d'Or-Château Rouge,75018,3,1971-1990,meuble,maison,24.0658904166906,28.89914331999229,16.81638516155592
Grandes Carrières-Clichy,75018,3,1971-1990,meuble,maison,25.899838189555158,31.099805827466195,18.099886732688613
La Chapelle-Marx Dormoy,75018,3,1971-1990,meuble,maison,20.837164549117805,25.040656830673143,14.572300764061964
Montmartre,75018,3,1971-1990,meuble,maison,25.89952190092668,31.09952190092668,18.1
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,3,1971-1990,meuble,maison,25.892984740272077,31.091581688326496,18.09510244290411
Bas Belleville,75019,3,1971-1990,meuble,maison,22.709071151285865,27.2136067269288,15.904535575642933
Bassin de la Villette,75019,3,1971-1990,meuble,maison,20.30152340423121,24.40181651887961,14.201054996750473
Buttes Chaumont,75019,3,1971-1990,meuble,maison,22.147614225997323,26.55589164294776,15.508513173028806
Danube-Porte des Lilas,75019,3,1971-1990,meuble,maison,20.249559700899656,24.338688785512097,14.164603173882687
Flandre-Aubervilliers,75019,3,1971-1990,meuble,maison,20.342767466568013,24.451320889786356,14.230325868813113
Manin-Jaurès,75019,3,1971-1990,meuble,maison,20.770630390059907,24.94906878840322,14.533363192959099
Place des Fêtes,75019,3,1971-1990,meuble,maison,20.324424691500173,24.429121747557897,14.216909401807811
Pont de Flandre,75019,3,1971-1990,meuble,maison,20.27392255789459,24.368321537350717,14.181622641255556
Secrétan,75019,3,1971-1990,meuble,maison,22.041312751024158,26.432491079565267,15.432830154868938
Amandiers,75020,3,1971-1990,meuble,maison,22.749781525475566,27.259903900385183,15.934033098059981
Belleville,75020,3,1971-1990,meuble,maison,22.89955552834297,27.4993326761024,15.999778145759898
Gambetta,75020,3,1971-1990,meuble,maison,21.097857698513437,25.33086108857755,14.765132261252095
Plaine,75020,3,1971-1990,meuble,maison,20.35160023288133,24.46078287012004,14.236154830311966
Père Lachaise-Réunion,75020,3,1971-1990,meuble,maison,21.745009531564058,26.086898465633446,15.222880768673068
Saint Blaise,75020,3,1971-1990,meuble,maison,20.492585194782567,24.624519930096398,14.336436427971934
Télégraphe-Pelleport Saint Fargeau,75020,3,1971-1990,meuble,maison,21.24846074714273,25.52257219532764,14.861804701937903
Bourse du Travail,93000,3,1971-1990,meuble,maison,15.5,18.6,10.9
Edouard Vaillant,93000,3,1971-1990,meuble,maison,15.494328102020615,18.593149956412958,10.895506247628278
Les Vignes,93000,3,1971-1990,meuble,maison,15.49989156111995,18.59982514168156,10.89969599914581
Prefecture,93000,3,1971-1990,meuble,maison,15.49997179878271,18.59997179878271,10.899971798782708
Bas Montreuil-Bobillot,93100,3,1971-1990,meuble,maison,15.913995889265252,19.092494861581564,11.135496916948938
Bas Montreuil-Etienne Marcel-Chanzy,93100,3,1971-1990,meuble,maison,15.601446650699051,18.701808313373817,10.901084988024289
